,CVE_ENT,CVE_MUN,POB_NIÑOS,POB_NIÑOS_PER
294,10,036,4200.0,0.19864730643711867
295,10,014,14613.0,0.3007842249346479
296,10,038,4500.0,0.19168512523428183
297,10,017,1265.0,0.15806572535299263
298,10,030,284.0,0.17391304347826086
299,10,033,1386.0,0.200375885499494
300,10,021,2110.0,0.18978233495232955
301,10,024,2510.0,0.1958183804025589
302,10,037,2076.0,0.22274678111587984
303,10,034,6173.0,0.2347148288973384
304,10,039,5900.0,0.2108573674993746
305,10,022,4534.0,0.17695039612847832
306,10,028,2394.0,0.19928410888204445
307,10,023,11937.0,0.23283075542725623
308,10,025,409.0,0.14416637292915052
309,10,027,957.0,0.18225099980956008
310,10,035,2033.0,0.17867815081736685
311,10,010,617.0,0.16055165235493105
312,10,009,2009.0,0.20356672408552032
313,10,008,6315.0,0.17209429077531
314,10,006,2001.0,0.19934249850567842
315,10,004,6671.0,0.1908453726219425
316,10,003,827.0,0.2024975514201763
317,10,032,9501.0,0.19308228504074623
318,10,007,68383.0,0.18345539906103286
319,10,015,2493.0,0.19334574220567705
320,10,002,991.0,0.22934505901411711
321,10,019,1103.0,0.22400487408610886
322,10,026,3736.0,0.21554260658858823
323,10,013,5982.0,0.22211495618594979
324,10,016,3551.0,0.18630640083945435
325,10,018,1731.0,0.16669876733436056
326,10,020,2139.0,0.16901074589127688
327,10,029,405.0,0.19258202567760344
328,11,037,39547.0,0.19428068934347306
329,11,021,6152.0,0.1301707538985633
330,11,006,937.0,0.1769259818731118
331,11,029,8138.0,0.19822672577580747
332,11,020,297391.0,0.17277969341424518
333,11,001,16835.0,0.182909604519774
334,11,019,9267.0,0.18714784821374478
335,11,030,25668.0,0.21426961508602338
336,11,007,84529.0,0.16219115104697324
337,11,036,1043.0,0.15534703604408698
338,11,018,6661.0,0.17175493785776907
339,11,045,2256.0,0.20245894283406624
340,11,015,32232.0,0.1657172236503856
341,11,038,1859.0,0.1644550601556971
342,11,012,5665.0,0.18358881291117088
343,11,003,31754.0,0.1818515018755548
344,11,034,1127.0,0.19692468984798184
345,11,010,2049.0,0.18487774068393034
346,11,046,11598.0,0.16872026883519298
347,11,039,5835.0,0.16251218493246067
348,11,009,15938.0,0.19385521066459083
349,11,035,15486.0,0.18807384017488463
350,11,004,11624.0,0.18336698637051993
351,11,024,2169.0,0.17487704587599776
352,11,040,4099.0,0.20487829259759086
353,11,041,8942.0,0.14541256057501545
354,11,008,7965.0,0.19313773035887488
355,11,044,11997.0,0.18235016947606816
356,11,028,14437.0,0.15337951256825957
357,11,022,5182.0,0.19641435773035668
358,11,032,17742.0,0.1981062551642511
359,11,013,5661.0,0.20668127053669222
360,11,011,16015.0,0.1635385180949269
361,11,002,17466.0,0.16068520750342696
362,11,027,42640.0,0.15595226339254692
363,11,026,13223.0,0.20106133868564305
364,11,014,33907.0,0.20796992112268306
365,11,042,25285.0,0.16850600450504485
366,11,017,102627.0,0.173077798746275
367,11,016,3796.0,0.1796667928814843
368,11,005,20281.0,0.1720434668272779
369,11,025,16534.0,0.19720426516543021
370,11,033,25848.0,0.20109541295823738
371,11,023,27791.0,0.17934305627258648
372,11,043,4335.0,0.20397120406530841
373,11,031,24858.0,0.18994276806932017
374,12,080,1492.0,0.19738060590025136
375,12,043,5416.0,0.2871838379553529
376,12,079,4681.0,0.25466514335455087
377,12,012,16213.0,0.23455289845637486
378,12,013,2867.0,0.18988012451155706
379,12,018,2820.0,0.19498029454470028
380,12,007,6879.0,0.20678149517539904
381,12,006,2311.0,0.20797336213102952
382,12,064,2261.0,0.19356219501754987
383,12,019,3685.0,0.23624823695345556
384,12,068,4964.0,0.18839424646096625
385,12,015,2166.0,0.16684640271144663
386,12,014,2156.0,0.13961922030825022
387,12,010,7330.0,0.25727422694886104
388,12,005,1622.0,0.2076027134263407
389,12,011,10799.0,0.1779663810151615
390,12,048,8520.0,0.19110423255500975
391,12,053,9902.0,0.19755007581198628
392,12,054,5854.0,0.24251211732051867
393,12,047,1642.0,0.2320520067834935
394,12,049,2483.0,0.1946992864424057
395,12,050,7216.0,0.18751624135959669
396,12,051,8103.0,0.22419278975181917
397,12,052,10559.0,0.22820401988329372
398,12,004,6003.0,0.2828268551236749
399,12,045,6705.0,0.23570976587217887
400,12,046,13815.0,0.20254519330860468
401,12,040,6202.0,0.23530750844178017
402,12,041,7082.0,0.2390548523206751
403,12,042,4433.0,0.2381668726159136
404,12,044,2347.0,0.18924367037574585
405,12,038,21684.0,0.172093872270855
406,12,039,4836.0,0.18533706358027058
407,12,002,6195.0,0.2457845665542551
408,12,003,8267.0,0.21954587704156153
409,12,036,2479.0,0.21117642047874605
410,12,034,6772.0,0.1850627169130708
411,12,035,26775.0,0.17366854118425407
412,12,031,1356.0,0.2159923542529468
413,12,032,9668.0,0.2595157566972674
414,12,033,3700.0,0.2115736505032022
415,12,028,28417.0,0.22968429220348846
416,12,029,51668.0,0.18234434664765628
417,12,008,1870.0,0.2044386137531431
418,12,009,1480.0,0.2546893822061607
419,12,025,3664.0,0.21522556390977443
420,12,026,1521.0,0.1838733075435203
421,12,059,5741.0,0.18635980003895344
422,12,061,7878.0,0.1824836116837692
423,12,062,5568.0,0.24441420481980597
424,12,016,2590.0,0.2087362991618311
425,12,017,3115.0,0.19994864882213237
426,12,020,5674.0,0.26210273466371026
427,12,021,13006.0,0.17802781427945685
428,12,022,7416.0,0.19235358198889868
429,12,023,5650.0,0.21219063356743156
430,12,060,2697.0,0.1990112160566706
431,12,063,2131.0,0.2111573523583036
432,12,066,22307.0,0.2320624187256177
433,12,073,3364.0,0.18656757806000776
434,12,065,1690.0,0.22230991844251513
435,12,001,121077.0,0.15531334101281996
436,12,069,2982.0,0.24920608390439578
437,12,070,1516.0,0.19282625286186722
438,12,071,5960.0,0.19939112107323276
439,12,072,2925.0,0.24366877707430856
440,12,074,4982.0,0.2266915411566638
441,12,075,11094.0,0.2088243044836803
442,12,076,10705.0,0.2663134064731199
443,12,077,2844.0,0.1991596638655462
444,12,078,6664.0,0.3137328751000424
445,12,024,1784.0,0.22656845313690627
446,12,027,3959.0,0.1927740176267225
447,12,037,1092.0,0.17790811339198437
448,12,055,17399.0,0.16478510408576894
449,12,056,9494.0,0.20610902459674793
450,12,057,11493.0,0.17617303064212028
451,12,058,11187.0,0.20787111879145995
452,12,030,4711.0,0.2117303370786517
453,12,081,2525.0,0.21620001712475384
454,12,067,4368.0,0.19667702282858301
455,13,030,17301.0,0.17537048675167757
456,13,008,7513.0,0.16094342451961183
457,13,065,1898.0,0.16128484024473147
458,13,009,3401.0,0.171455938697318
459,13,010,4813.0,0.15267248215701823
460,13,025,3251.0,0.15725825956561698
461,13,036,1295.0,0.1370515398454863
462,13,066,2168.0,0.1663597298956415
463,13,071,1444.0,0.1589258199427691
464,13,060,3265.0,0.18653945037993486
465,13,059,6643.0,0.17476979742173113
466,13,058,2777.0,0.15922252164440112
467,13,037,3219.0,0.15356359126037591
468,13,038,1569.0,0.17672899301644515
469,13,026,2324.0,0.18204605984646718
470,13,050,3684.0,0.15583097161710588
471,13,027,4133.0,0.18090694213429045
472,13,070,3174.0,0.16646562123039807
473,13,031,1935.0,0.15744507729861676
474,13,057,2615.0,0.17269845462950734
475,13,016,10924.0,0.18079806689727082
476,13,015,3318.0,0.1707580670063301
477,13,014,2546.0,0.15764705882352942
478,13,013,10969.0,0.17558828237554025
479,13,056,6485.0,0.1639240666312783
480,13,019,3273.0,0.17309217832778043
481,13,032,1817.0,0.1726693908581203
482,13,041,7377.0,0.15621955868027615
483,13,079,1035.0,0.14754098360655737
484,13,080,4589.0,0.18598524762908325
485,13,069,29011.0,0.17237465983767275
486,13,074,4447.0,0.1553482847760777
487,13,042,1963.0,0.16954569010191742
488,13,040,1647.0,0.1677360219981668
489,13,039,2037.0,0.14220888020106115
490,13,044,2727.0,0.1609039414680198
491,13,005,2990.0,0.15843577787197966
492,13,004,1881.0,0.18239115679239795
493,13,024,3361.0,0.1908899869370137
494,13,017,2135.0,0.1646487236831958
495,13,054,5936.0,0.16132188281334928
496,13,053,2952.0,0.16678908412904683
497,13,052,5994.0,0.15412306189092592
498,13,023,5388.0,0.148642683734275
499,13,075,3548.0,0.16608931747963673
500,13,051,29302.0,0.14452352416041508
501,13,084,6780.0,0.16980990307310842
502,13,076,17523.0,0.15223227084364982
503,13,083,8754.0,0.15117604393327116
504,13,045,1553.0,0.16707907477138245
505,13,046,7046.0,0.18305102358931727
506,13,082,3275.0,0.1527304948001679
507,13,081,6898.0,0.18078888743283975
508,13,047,824.0,0.17354675652906487
509,13,068,2620.0,0.18270571827057183
510,13,022,2380.0,0.1461467608228431
511,13,021,2378.0,0.15670510708401977
512,13,055,3098.0,0.16902176878171205
513,13,048,41627.0,0.13243046342867867
514,13,020,351.0,0.13536444273042808
515,13,018,4467.0,0.19503995109810943
516,13,067,9469.0,0.17174520259730838
517,13,049,4495.0,0.24007904716124553
518,13,077,27792.0,0.16506601571548207
519,13,064,1695.0,0.15650969529085873
520,13,034,1795.0,0.18946590669199914
521,13,006,3142.0,0.16397035800020876
522,13,001,4216.0,0.18932998024070416
523,13,011,3191.0,0.16106400161518272
524,13,012,5192.0,0.1722913555666169
525,13,061,7886.0,0.1402080184905325
526,13,007,2172.0,0.17312290769966523
527,13,073,7668.0,0.20327660251312232
528,13,002,10161.0,0.22057961576033866
529,13,003,9976.0,0.16353562178289235
530,13,062,7198.0,0.23044661437489994
531,13,063,15176.0,0.16760541603163034
532,13,078,3294.0,0.18039430449069002
533,13,028,24118.0,0.19023355234617176
534,13,072,1564.0,0.14073607486727258
535,13,043,1088.0,0.1736632083000798
536,13,035,2442.0,0.18672579905184278
537,13,033,420.0,0.14507772020725387
538,13,029,7944.0,0.1675065893516078
539,14,113,3153.0,0.19053662073966643
540,14,057,716.0,0.1746767504269334
541,14,056,255.0,0.14049586776859505
542,14,054,737.0,0.13729508196721313
543,14,053,32789.0,0.19018810577542153
544,14,052,1054.0,0.19045898084568125
545,14,051,6780.0,0.21973748176956734
546,14,050,9402.0,0.19959664579131728
547,14,031,710.0,0.21712538226299694
548,14,049,1745.0,0.18514588859416445
549,14,048,3561.0,0.18759877778948478
550,14,047,4642.0,0.18647063549449666
551,14,046,6095.0,0.18651692270028766
552,14,045,3905.0,0.19081358416809185
553,14,044,13693.0,0.20145948888463858
554,14,042,2159.0,0.21557663504742886
555,14,041,917.0,0.15489864864864866
556,14,040,1653.0,0.18930371049015116
557,14,039,177224.0,0.127901480122024
558,14,038,712.0,0.16956418194808287
559,14,037,4484.0,0.17299382716049383
560,14,036,3540.0,0.1769027035130678
561,14,019,1950.0,0.2768706517109186
562,14,001,4434.0,0.19132686084142395
563,14,004,1056.0,0.18387602298450287
564,14,006,9589.0,0.15879508495346603
565,14,007,1688.0,0.1789462525177568
566,14,008,14546.0,0.18045131436936324
567,14,009,4124.0,0.19531139000710396
568,14,035,9914.0,0.18691905955994645
569,14,011,1030.0,0.18396142168244328
570,14,016,8281.0,0.19929245283018868
571,14,018,12433.0,0.18300778662584452
572,14,020,1962.0,0.17934186471663618
573,14,021,3692.0,0.17967685419505547
574,14,022,7547.0,0.18802162485363363
575,14,023,17646.0,0.15325557360106304
576,14,024,4996.0,0.1707042061024362
577,14,026,1036.0,0.1635617303441743
578,14,029,3185.0,0.1787317620650954
579,14,030,8904.0,0.16131603739401407
580,14,032,1331.0,0.22246364699983287
581,14,033,4113.0,0.19377178931499106
582,14,034,290.0,0.1463907117617365
583,14,069,1283.0,0.16589087147659684
584,14,123,3552.0,0.1842419212614762
585,14,094,8557.0,0.19292945234820644
586,14,095,1573.0,0.1630558722919042
587,14,096,4393.0,0.19303102205817735
588,14,097,141379.0,0.19426863620748883
589,14,090,1125.0,0.15406737880032867
590,14,091,7199.0,0.18070232686563417
591,14,092,1663.0,0.15064770359634025
592,14,122,1408.0,0.18858826680953655
593,14,121,5718.0,0.16960816302316614
594,14,120,218081.0,0.14770222100913585
595,14,119,5376.0,0.17642425833552114
596,14,118,3499.0,0.15624720907385906
597,14,117,722.0,0.16453965360072925
598,14,116,3823.0,0.1903126244524094
599,14,093,26896.0,0.1790798322125308
600,14,098,116079.0,0.16893383610307847
601,14,099,2330.0,0.20768339424191104
602,14,100,6875.0,0.18931049675074346
603,14,101,99845.0,0.17519340671295444
604,14,102,885.0,0.14846502264720685
605,14,103,1184.0,0.1565102445472571
606,14,104,700.0,0.1674641148325359
607,14,105,4324.0,0.18343019556272006
608,14,065,1955.0,0.17170209028631653
609,14,017,2363.0,0.18346273291925466
610,14,124,12425.0,0.1917260747461655
611,14,012,631.0,0.1511015325670498
612,14,106,1072.0,0.19554906968259758
613,14,107,1325.0,0.19770217845419277
614,14,108,6456.0,0.17207740284663361
615,14,109,3630.0,0.19036131941895224
616,14,110,2305.0,0.1670410899340532
617,14,111,1244.0,0.18771691564810622
618,14,112,1017.0,0.1653389692732889
619,14,114,3411.0,0.17893301159313854
620,14,115,1110.0,0.20090497737556562
621,14,075,700.0,0.1846478501714587
622,14,077,4505.0,0.16030887481318057
623,14,078,5886.0,0.18413890192397936
624,14,079,3064.0,0.18647678169314102
625,14,073,13922.0,0.1927453966495916
626,14,074,3140.0,0.1869938065745593
627,14,076,668.0,0.2158319870759289
628,14,014,1444.0,0.166187133156865
629,14,015,10671.0,0.16434368791486348
630,14,043,4261.0,0.18320577865680626
631,14,055,4310.0,0.1978788852669758
632,14,086,4687.0,0.2206166156742763
633,14,002,4290.0,0.1699009900990099
634,14,003,3872.0,0.1638595006347863
635,14,005,3145.0,0.19072164948453607
636,14,025,3320.0,0.16862207323886433
637,14,027,3631.0,0.19765922700054436
638,14,028,360.0,0.16620498614958448
639,14,010,1676.0,0.2160350605826244
640,14,013,12124.0,0.18941086409723631
641,14,125,3689.0,0.20113407120658633
642,14,089,739.0,0.18148330058939097
643,14,088,2791.0,0.16810215021381678
644,14,087,2874.0,0.17204429811433702
645,14,085,6520.0,0.16737260942112694
646,14,084,2575.0,0.17170100686804027
647,14,083,15603.0,0.17793362983236402
648,14,082,6438.0,0.17312967245737643
649,14,081,556.0,0.15817923186344238
650,14,080,863.0,0.16968147856861973
651,14,072,1536.0,0.20186621106584307
652,14,071,582.0,0.19904240766073872
653,14,070,43580.0,0.1871575077731778
654,14,068,2115.0,0.1871184641245687
655,14,067,47247.0,0.161894058025144
656,14,066,12092.0,0.22534896289532044
657,14,064,7116.0,0.21186137906395142
658,14,063,18472.0,0.17418198962753417
659,14,062,594.0,0.16327652556349642
660,14,061,6385.0,0.28913643979531767
661,14,060,945.0,0.17806670435274166
662,14,059,2666.0,0.18984547461368653
663,14,058,2343.0,0.16213410836620304
664,15,044,4176.0,0.14799588900308325
665,15,061,1665.0,0.16085402376581973
666,15,014,20389.0,0.18639837636217363
667,15,049,3017.0,0.1955535390199637
668,15,062,11464.0,0.15899477136873638
669,15,103,7496.0,0.15237011139117002
670,15,100,7553.0,0.16055182382450472
671,15,052,5176.0,0.1838394601314154
672,15,015,5799.0,0.18178683385579938
673,15,016,4904.0,0.16836034056577864
674,15,017,1663.0,0.1654232567392818
675,15,018,11539.0,0.16847960986435778
676,15,019,6420.0,0.17388478101893232
677,15,020,36357.0,0.12389757500579326
678,15,022,2357.0,0.15602038789964917
679,15,010,5369.0,0.1683177628691454
680,15,098,995.0,0.173465829846583
681,15,092,9100.0,0.15553694429726359
682,15,002,24769.0,0.144419761292542
683,15,024,24128.0,0.1349086090345379
684,15,118,35078.0,0.1720589389420813
685,15,026,6110.0,0.19251977187509847
686,15,109,73967.0,0.14325223059954564
687,15,107,2157.0,0.1670539033457249
688,15,007,4981.0,0.21039070749736008
689,15,032,8450.0,0.22571855967517898
690,15,059,10556.0,0.18492694719876668
691,15,064,6792.0,0.18388066166716302
692,15,004,3014.0,0.19656949064110088
693,15,008,4918.0,0.19481857074948503
694,15,001,13164.0,0.19395332390381895
695,15,011,12366.0,0.16381194611135397
696,15,060,67457.0,0.15665778760383742
697,15,013,70339.0,0.13431829726127323
