,CVE_ENT,CVE_MUN,POB
1239,20,105,7678.0
1240,20,107,26282.0
1241,20,108,2936.0
1242,20,109,1232.0
1243,20,110,1668.0
1244,20,111,4873.0
1245,20,527,2490.0
1246,20,116,4131.0
1247,20,114,674.0
1248,20,115,10391.0
1249,20,413,50862.0
1250,20,119,735.0
1251,20,120,449.0
1252,20,121,596.0
1253,20,014,28082.0
1254,20,015,5356.0
1255,20,123,2829.0
1256,20,125,11662.0
1257,20,122,653.0
1258,20,528,904.0
1259,20,124,19696.0
1260,20,129,356.0
1261,20,206,2421.0
1262,20,126,5396.0
1263,20,020,4847.0
1264,20,127,1252.0
1265,20,128,1342.0
1266,20,529,1474.0
1267,20,131,11411.0
1268,20,130,5180.0
1269,20,152,2472.0
1270,20,153,4910.0
1271,20,132,1380.0
1272,20,135,8231.0
1273,20,136,12191.0
1274,20,137,3450.0
1275,20,139,2195.0
1276,20,140,812.0
1277,20,141,8710.0
1278,20,160,1429.0
1279,20,142,842.0
1280,20,143,9461.0
1281,20,144,1075.0
1282,20,172,408.0
1283,20,145,5215.0
1284,20,531,2612.0
1285,20,146,2803.0
1286,20,147,376.0
1287,20,148,2182.0
1288,20,150,13856.0
1289,20,151,312.0
1290,20,157,16827.0
1291,20,248,15571.0
1292,20,158,2233.0
1293,20,162,2046.0
1294,20,164,2881.0
1295,20,176,2725.0
1296,20,165,1629.0
1297,20,167,2149.0
1298,20,530,3923.0
1299,20,187,1808.0
1300,20,171,18102.0
1301,20,188,9609.0
1302,20,173,1457.0
1303,20,174,4564.0
1304,20,191,296.0
1305,20,196,407.0
1306,20,178,6692.0
1307,20,197,3288.0
1308,20,180,2344.0
1309,20,204,634.0
1310,20,181,453.0
1311,20,480,1351.0
1312,20,182,2181.0
1313,20,183,1475.0
1314,20,189,3116.0
1315,20,192,1522.0
1316,20,193,2807.0
1317,20,194,1372.0
1318,20,195,1056.0
1319,20,199,494.0
1320,20,200,3703.0
1321,20,201,1880.0
1322,20,202,4577.0
1323,20,203,3538.0
1324,20,210,5773.0
1325,20,208,6941.0
1326,20,209,607.0
1327,20,566,3144.0
1328,20,215,879.0
1329,20,218,544.0
1330,20,284,3141.0
1331,20,216,1241.0
1332,20,217,3325.0
1333,20,219,2668.0
1334,20,221,1494.0
1335,20,222,1426.0
1336,20,223,440.0
1337,20,541,1558.0
1338,20,224,643.0
1339,20,225,5903.0
1340,20,016,9563.0
1341,20,226,2971.0
1342,20,228,833.0
1343,20,229,9148.0
1344,20,231,3187.0
1345,20,232,22185.0
1346,20,234,7163.0
1347,20,235,3829.0
1348,20,236,1372.0
1349,20,239,1000.0
1350,20,240,2749.0
1351,20,241,1034.0
1352,20,242,12436.0
1353,20,243,1975.0
1354,20,244,3934.0
1355,20,249,3831.0
1356,20,525,12483.0
1357,20,526,16688.0
1358,20,245,1324.0
1359,20,269,4313.0
1360,20,247,1619.0
1361,20,250,1239.0
1362,20,255,1977.0
1363,20,252,2384.0
1364,20,257,1052.0
1365,20,258,698.0
1366,20,259,2142.0
1367,20,260,2191.0
1368,20,268,1149.0
1369,20,276,691.0
1370,20,281,305.0
1371,20,274,1328.0
1372,20,532,4066.0
1373,20,280,2011.0
1374,20,533,2726.0
1375,20,368,2067.0
1376,20,282,653.0
1377,20,052,5996.0
1378,20,283,1044.0
1379,20,535,3227.0
1380,20,286,3100.0
1381,20,285,3668.0
1382,20,288,585.0
1383,20,289,1214.0
1384,20,290,1043.0
1385,20,292,1510.0
1386,20,380,2242.0
1387,20,294,7035.0
1388,20,043,113570.0
1389,20,295,10020.0
1390,20,538,713.0
1391,20,296,955.0
1392,20,297,2751.0
1393,20,304,716.0
1394,20,299,1125.0
1395,20,300,6632.0
1396,20,308,3307.0
1397,20,301,1594.0
1398,20,311,483.0
1399,20,302,4559.0
1400,20,303,1081.0
1401,20,305,4333.0
1402,20,321,751.0
1403,20,332,373.0
1404,20,307,9735.0
1405,20,312,11279.0
1406,20,313,730.0
1407,20,314,1755.0
1408,20,079,84438.0
1409,20,331,982.0
1410,20,315,1899.0
1411,20,316,738.0
1412,20,207,19032.0
1413,20,317,1257.0
1414,20,356,2179.0
1415,20,319,972.0
1416,20,320,706.0
1417,20,322,786.0
1418,20,323,2404.0
1419,20,325,11930.0
1420,20,326,5052.0
1421,20,328,1441.0
1422,20,335,867.0
1423,20,336,1697.0
1424,20,339,4353.0
1425,20,340,1747.0
1426,20,341,241.0
1427,20,342,4105.0
1428,20,343,1999.0
1429,20,345,4188.0
1430,20,346,1542.0
1431,20,347,4202.0
1432,20,539,6348.0
1433,20,211,3411.0
1434,20,212,3117.0
1435,20,213,4203.0
1436,20,348,8192.0
1437,20,349,2189.0
1438,20,540,8326.0
1439,20,350,16878.0
1440,20,352,4940.0
1441,20,353,2406.0
1442,20,354,477.0
1443,20,355,681.0
1444,20,358,1958.0
1445,20,360,3981.0
1446,20,361,825.0
1447,20,362,1495.0
1448,20,363,2675.0
1449,20,369,2193.0
1450,20,370,662.0
1451,20,381,2940.0
1452,20,372,1316.0
1453,20,373,403.0
1454,20,374,1645.0
1455,20,293,17116.0
1456,20,375,13200.0
1457,20,376,365.0
1458,20,382,1182.0
1459,20,383,595.0
1460,20,384,4794.0
1461,20,386,19079.0
1462,20,387,2891.0
1463,20,179,1447.0
1464,20,388,2809.0
1465,20,390,50362.0
1466,20,408,499.0
1467,20,391,3375.0
1468,20,418,11735.0
1469,20,392,6726.0
1470,20,393,4173.0
1471,20,394,2796.0
1472,20,395,1629.0
1473,20,396,3259.0
1474,20,397,40123.0
1475,20,398,4874.0
1476,20,399,41921.0
1477,20,400,1713.0
1478,20,402,1067.0
1479,20,154,2329.0
1480,20,155,1060.0
1481,20,156,3677.0
1482,20,403,3751.0
1483,20,419,592.0
1484,20,405,1815.0
1485,20,409,8939.0
1486,20,264,2169.0
1487,20,411,908.0
1488,20,106,249.0
1489,20,198,29802.0
1490,20,365,1059.0
1491,20,002,45167.0
1492,20,006,20464.0
1493,20,008,734.0
1494,20,009,6857.0
1495,20,010,13474.0
1496,20,055,3739.0
1497,20,412,3178.0
1498,20,414,11995.0
1499,20,415,4878.0
1500,20,287,307.0
1501,20,291,4308.0
1502,20,298,13587.0
1503,20,385,100402.0
1504,20,416,461.0
1505,20,420,1679.0
1506,20,023,26882.0
1507,20,306,4654.0
1508,20,310,14552.0
1509,20,421,4690.0
1510,20,309,10368.0
1511,20,324,48204.0
1512,20,337,5616.0
1513,20,351,2802.0
1514,20,425,2058.0
1515,20,426,8967.0
1516,20,427,16706.0
1517,20,428,2224.0
1518,20,432,903.0
1519,20,429,1516.0
1520,20,430,317.0
1521,20,431,1830.0
1522,20,021,14488.0
1523,20,175,1424.0
1524,20,270,1311.0
1525,20,433,2694.0
1526,20,436,896.0
1527,20,442,250.0
1528,20,434,3985.0
1529,20,438,1839.0
1530,20,440,812.0
1531,20,444,481.0
1532,20,443,434.0
1533,20,445,1699.0
1534,20,448,2469.0
1535,20,449,3294.0
1536,20,452,4421.0
1537,20,453,3918.0
1538,20,454,3556.0
1539,20,455,2904.0
1540,20,458,1157.0
1541,20,461,527.0
1542,20,462,4600.0
1543,20,464,341.0
1544,20,465,1636.0
1545,20,466,13880.0
1546,20,468,14198.0
1547,20,470,4394.0
1548,20,471,431.0
1549,20,472,3361.0
1550,20,473,1291.0
1551,20,474,3440.0
1552,20,475,10175.0
1553,20,476,421.0
1554,20,389,908.0
1555,20,478,1599.0
1556,20,479,174.0
1557,20,012,11166.0
1558,20,028,23148.0
1559,20,039,78313.0
1560,20,064,8494.0
1561,20,066,5342.0
1562,20,067,270955.0
1563,20,068,23751.0
1564,20,073,34652.0
1565,20,085,26194.0
1566,20,088,2881.0
1567,20,483,10886.0
1568,20,486,2419.0
1569,20,093,518.0
1570,20,113,3169.0
1571,20,498,7593.0
1572,20,487,1966.0
1573,20,488,130.0
1574,20,496,1893.0
1575,20,509,11384.0
1576,20,557,14542.0
1577,20,560,6467.0
1578,20,038,1885.0
1579,21,169,22331.0
1580,21,179,31639.0
1581,21,202,13025.0
1582,21,203,7178.0
1583,21,193,6476.0
1584,21,192,5924.0
1585,21,215,4539.0
1586,21,191,9871.0
1587,21,216,2452.0
1588,21,199,42943.0
1589,21,198,1312.0
1590,21,105,5077.0
1591,21,132,155738.0
1592,21,200,3443.0
1593,21,148,11498.0
1594,21,204,7926.0
1595,21,147,6341.0
1596,21,016,9021.0
1597,21,021,1512.0
1598,21,026,15271.0
1599,21,027,4128.0
1600,21,152,12631.0
1601,21,206,4647.0
1602,21,211,16752.0
1603,21,212,20717.0
1604,21,205,26392.0
1605,21,009,2207.0
1606,21,076,27600.0
1607,21,071,103946.0
1608,21,070,6111.0
1609,21,067,18784.0
1610,21,023,9051.0
1611,21,012,6591.0
1612,21,066,6451.0
1613,21,065,22694.0
1614,21,064,17824.0
1615,21,063,14766.0
1616,21,059,2846.0
1617,21,058,21002.0
1618,21,057,6687.0
1619,21,056,1317.0
1620,21,055,5082.0
1621,21,051,37030.0
1622,21,050,26928.0
1623,21,143,34880.0
1624,21,172,27216.0
1625,21,054,35223.0
1626,21,127,3606.0
1627,21,159,3836.0
1628,21,156,327312.0
1629,21,155,6830.0
1630,21,154,80771.0
1631,21,153,23625.0
1632,21,151,9315.0
1633,21,097,2668.0
1634,21,024,976.0
1635,21,074,90794.0
1636,21,166,8918.0
1637,21,167,10373.0
1638,21,108,19903.0
1639,21,109,20274.0
1640,21,110,50226.0
1641,21,111,18528.0
1642,21,210,5675.0
1643,21,136,12461.0
1644,21,112,9350.0
1645,21,114,1692181.0
1646,21,115,57992.0
1647,21,116,22855.0
1648,21,196,1570.0
1649,21,113,4627.0
1650,21,131,975.0
1651,21,089,12131.0
1652,21,049,17382.0
1653,21,048,22039.0
1654,21,047,21699.0
1655,21,129,14018.0
1656,21,130,3604.0
1657,21,183,20433.0
1658,21,182,5390.0
1659,21,171,3851.0
1660,21,174,103583.0
1661,21,176,9664.0
1662,21,178,15977.0
1663,21,180,41547.0
1664,21,201,3375.0
1665,21,197,80591.0
1666,21,195,26559.0
1667,21,186,55576.0
1668,21,181,7425.0
1669,21,185,10344.0
1670,21,046,8193.0
1671,21,045,47410.0
1672,21,043,49864.0
1673,21,213,11967.0
1674,21,124,15954.0
1675,21,042,3315.0
1676,21,077,5951.0
1677,21,041,137435.0
1678,21,177,54757.0
1679,21,040,12340.0
1680,21,207,57887.0
1681,21,208,87361.0
1682,21,184,6422.0
1683,21,194,28395.0
1684,21,190,1187.0
1685,21,039,9837.0
1686,21,038,10542.0
1687,21,117,15952.0
1688,21,189,22454.0
1689,21,188,19315.0
1690,21,187,4934.0
1691,21,087,13308.0
1692,21,080,2633.0
1693,21,086,12050.0
1694,21,084,6950.0
1695,21,165,1216.0
1696,21,164,84270.0
1697,21,163,18854.0
1698,21,017,29742.0
1699,21,019,141793.0
1700,21,173,6653.0
1701,21,020,7704.0
1702,21,175,14432.0
1703,21,161,22218.0
1704,21,160,3689.0
1705,21,069,29233.0
1706,21,157,12672.0
1707,21,162,4155.0
1708,21,028,2758.0
1709,21,029,3811.0
1710,21,030,772.0
1711,21,209,8595.0
1712,21,031,2820.0
1713,21,118,30021.0
1714,21,119,154448.0
1715,21,032,1382.0
1716,21,033,5403.0
1717,21,034,46836.0
1718,21,035,20653.0
1719,21,037,2334.0
1720,21,090,23783.0
1721,21,091,9828.0
1722,21,120,5938.0
1723,21,092,5293.0
1724,21,093,7650.0
1725,21,094,37257.0
1726,21,095,650.0
1727,21,096,3176.0
1728,21,098,6668.0
1729,21,099,20659.0
1730,21,125,9671.0
1731,21,126,6597.0
1732,21,128,10443.0
1733,21,158,6743.0
1734,21,073,9760.0
1735,21,100,9310.0
1736,21,101,3317.0
1737,21,102,14075.0
1738,21,103,6644.0
1739,21,001,72894.0
1740,21,106,42669.0
1741,21,107,11993.0
1742,21,214,18359.0
1743,21,217,20335.0
1744,21,072,17082.0
1745,21,068,7011.0
1746,21,062,4943.0
1747,21,061,14461.0
1748,21,075,13080.0
1749,21,078,15928.0
1750,21,079,5782.0
1751,21,088,4457.0
1752,21,081,4065.0
1753,21,053,66464.0
1754,21,002,9170.0
1755,21,060,7982.0
1756,21,082,8804.0
1757,21,003,37955.0
1758,21,085,82809.0
1759,21,083,25319.0
1760,21,104,32772.0
1761,21,121,1270.0
1762,21,122,11063.0
1763,21,123,3793.0
1764,21,004,63743.0
1765,21,044,17139.0
1766,21,005,3070.0
1767,21,006,14542.0
1768,21,008,11439.0
1769,21,133,692.0
1770,21,134,20974.0
1771,21,036,14806.0
1772,21,025,8208.0
1773,21,022,12857.0
1774,21,170,19200.0
1775,21,011,1885.0
1776,21,135,526.0
1777,21,137,10464.0
1778,21,138,11780.0
1779,21,139,3759.0
1780,21,140,138433.0
1781,21,141,3488.0
1782,21,018,3859.0
1783,21,142,30639.0
1784,21,052,1215.0
1785,21,144,16790.0
1786,21,168,7523.0
1787,21,145,13189.0
1788,21,146,749.0
1789,21,149,30309.0
1790,21,150,6105.0
1791,21,010,74768.0
1792,21,014,4812.0
1793,21,015,125876.0
1794,21,007,3162.0
1795,21,013,22629.0
1796,22,015,8359.0
1797,22,003,13142.0
1798,22,011,231668.0
1799,22,010,18794.0
1800,22,009,27343.0
1801,22,008,36808.0
1802,22,007,45141.0
1803,22,006,212567.0
1804,22,018,27916.0
1805,22,001,66841.0
1806,22,002,27365.0
1807,22,004,69075.0
1808,22,005,67121.0
1809,22,017,72201.0
1810,22,016,297804.0
1811,22,014,1049777.0
1812,22,013,19141.0
1813,22,012,77404.0
1814,23,004,233648.0
1815,23,010,41754.0
1816,23,007,29171.0
1817,23,005,911503.0
1818,23,006,39165.0
1819,23,009,46721.0
1820,23,001,88626.0
1821,23,002,83990.0
1822,23,003,22686.0
1823,23,011,26921.0
1824,23,008,333800.0
1825,24,042,13448.0
1826,24,046,18206.0
1827,24,002,7785.0
1828,24,003,48359.0
1829,24,004,4013.0
1830,24,018,15334.0
1831,24,019,5453.0
1832,24,020,102199.0
1833,24,044,7557.0
1834,24,045,14188.0
1835,24,049,38389.0
1836,24,050,52912.0
1837,24,052,10304.0
1838,24,053,32544.0
1839,24,054,49741.0
1840,24,055,27386.0
1841,24,034,14945.0
1842,24,014,15660.0
1843,24,033,10785.0
1844,24,001,18974.0
1845,24,051,15458.0
1846,24,032,39880.0
1847,24,027,10215.0
1848,24,025,31107.0
1849,24,056,17258.0
1850,24,057,28996.0
1851,24,048,5298.0
1852,24,015,21814.0
1853,24,013,179371.0
1854,24,043,7966.0
1855,24,012,20300.0
1856,24,011,48106.0
1857,24,010,30320.0
1858,24,009,5050.0
1859,24,008,22075.0
1860,24,007,19840.0
1861,24,041,18208.0
1862,24,040,36968.0
1863,24,039,13603.0
1864,24,038,14348.0
1865,24,058,20959.0
1866,24,037,95037.0
1867,24,036,29184.0
1868,24,035,332072.0
1869,24,006,9579.0
1870,24,031,12163.0
1871,24,030,4779.0
1872,24,029,18468.0
1873,24,028,911908.0
1874,24,026,9382.0
1875,24,005,18317.0
1876,24,024,97943.0
1877,24,023,15301.0
1878,24,022,19036.0
1879,24,021,58469.0
1880,24,017,25119.0
1881,24,047,9277.0
1882,24,016,40899.0
1883,25,009,59988.0
1884,25,004,24899.0
1885,25,005,17012.0
1886,25,003,26542.0
1887,25,017,78670.0
1888,25,014,52345.0
1889,25,013,40358.0
1890,25,012,501441.0
1891,25,016,19505.0
1892,25,010,96593.0
1893,25,008,55339.0
1894,25,007,29334.0
1895,25,018,149122.0
1896,25,015,79492.0
1897,25,006,1003530.0
1898,25,002,44093.0
1899,25,011,289370.0
1900,25,001,459310.0
1901,26,023,5829.0
1902,26,069,4793.0
1903,26,010,1221.0
1904,26,029,156863.0
1905,26,040,1531.0
1906,26,039,5774.0
1907,26,042,164387.0
1908,26,041,14369.0
1909,26,038,5173.0
1910,26,035,12536.0
1911,26,036,33049.0
1912,26,037,1101.0
1913,26,054,537.0
1914,26,056,10729.0
1915,26,011,1475.0
1916,26,072,14279.0
1917,26,002,91929.0
1918,26,070,13627.0
1919,26,066,8548.0
1920,26,065,1473.0
1921,26,058,16203.0
1922,26,057,1458.0
1923,26,067,1429.0
1924,26,053,369.0
1925,26,048,62689.0
1926,26,050,1496.0
1927,26,047,9122.0
1928,26,012,23151.0
1929,26,013,1825.0
1930,26,044,365.0
1931,26,046,496.0
1932,26,021,1848.0
1933,26,034,943.0
1934,26,020,4946.0
1935,26,009,759.0
1936,26,043,264782.0
1937,26,059,1835.0
1938,26,033,77682.0
1939,26,045,2438.0
1940,26,018,436484.0
1941,26,005,1177.0
1942,26,008,979.0
1943,26,032,888.0
1944,26,060,2058.0
1945,26,063,1178.0
1946,26,007,626.0
1947,26,031,1186.0
1948,26,064,1381.0
1949,26,062,1114.0
1950,26,052,5257.0
1951,26,051,4830.0
1952,26,049,3090.0
1953,26,016,4988.0
1954,26,024,753.0
1955,26,006,2788.0
1956,26,071,21692.0
1957,26,061,1368.0
1958,26,019,39451.0
1959,26,001,2563.0
1960,26,003,24976.0
1961,26,004,9492.0
1962,26,025,51431.0
1963,26,027,9041.0
1964,26,014,3191.0
1965,26,015,1169.0
1966,26,017,89122.0
1967,26,068,1043.0
1968,26,028,1009.0
1969,26,026,61309.0
1970,26,022,863.0
1971,26,030,936263.0
1972,26,055,199021.0
1973,27,011,30798.0
1974,27,013,150300.0
1975,27,016,58718.0
1976,27,015,47905.0
1977,27,014,96741.0
1978,27,001,58524.0
1979,27,004,683607.0
1980,27,005,214877.0
1981,27,006,137257.0
1982,27,012,158601.0
1983,27,017,62310.0
1984,27,007,32181.0
1985,27,008,190885.0
1986,27,002,243229.0
1987,27,009,37749.0
1988,27,003,107731.0
1989,27,010,91185.0
1990,28,012,41470.0
1991,28,025,26237.0
1992,28,024,6385.0
1993,28,040,60055.0
1994,28,020,2048.0
1995,28,006,7542.0
1996,28,019,14645.0
1997,28,018,6375.0
1998,28,016,17012.0
1999,28,015,15677.0
2000,28,014,3803.0
2001,28,013,15032.0
2002,28,029,13190.0
2003,28,003,269790.0
2004,28,011,8288.0
2005,28,030,13618.0
2006,28,028,3810.0
2007,28,008,4143.0
2008,28,010,1671.0
2009,28,001,9822.0
2010,28,009,205933.0
2011,28,026,3704.0
2012,28,027,425058.0
2013,28,023,4280.0
2014,28,036,926.0
2015,28,042,5361.0
2016,28,017,15994.0
2017,28,035,51405.0
2018,28,005,4256.0
2019,28,043,22229.0
2020,28,007,16546.0
2021,28,022,541979.0
2022,28,021,106144.0
2023,28,037,23673.0
2024,28,034,7411.0
2025,28,033,132484.0
2026,28,032,704767.0
2027,28,031,1917.0
2028,28,002,28725.0
2029,28,004,8850.0
2030,28,038,297562.0
2031,28,039,28230.0
2032,28,041,349688.0
2033,29,030,15475.0
2034,29,041,33499.0
2035,29,025,82688.0
2036,29,038,18006.0
2037,29,023,26309.0
2038,29,020,9432.0
2039,29,017,11592.0
2040,29,016,7504.0
2041,29,001,11403.0
2042,29,043,42242.0
2043,29,002,16003.0
2044,29,052,6436.0
2045,29,050,11761.0
2046,29,055,3077.0
2047,29,005,80725.0
2048,29,006,51172.0
2049,29,029,13328.0
2050,29,051,4092.0
2051,29,018,38579.0
2052,29,031,35284.0
2053,29,032,13561.0
2054,29,059,7750.0
2055,29,009,5928.0
2056,29,056,7952.0
2057,29,014,15190.0
2058,29,040,10601.0
2059,29,024,28357.0
2060,29,053,7688.0
2061,29,008,16222.0
2062,29,037,9207.0
2063,29,057,4636.0
2064,29,045,6211.0
2065,29,039,25607.0
2066,29,035,6294.0
2067,29,033,99896.0
2068,29,034,45438.0
2069,29,047,3534.0
2070,29,042,14197.0
2071,29,021,18686.0
2072,29,048,19036.0
2073,29,004,18111.0
2074,29,046,4951.0
2075,29,012,9416.0
2076,29,054,5689.0
2077,29,019,22274.0
2078,29,007,17332.0
2079,29,060,5443.0
2080,29,015,38970.0
2081,29,011,4755.0
2082,29,010,73215.0
2083,29,058,9463.0
2084,29,026,24116.0
2085,29,036,22529.0
2086,29,044,45717.0
2087,29,027,12974.0
2088,29,003,7087.0
2089,29,049,5884.0
2090,29,028,25257.0
2091,29,022,6432.0
2092,29,013,98764.0
2093,30,080,23132.0
2094,30,162,6448.0
2095,30,153,5795.0
2096,30,097,19123.0
2097,30,081,27295.0
2098,30,082,15831.0
2099,30,083,50836.0
2100,30,167,14619.0
2101,30,010,64234.0
2102,30,169,22709.0
2103,30,185,5548.0
2104,30,209,15044.0
2105,30,187,6105.0
2106,30,108,144776.0
2107,30,173,54537.0
2108,30,084,5574.0
2109,30,085,74004.0
2110,30,086,46794.0
2111,30,088,5054.0
2112,30,089,38669.0
2113,30,090,11132.0
2114,30,091,28524.0
2115,30,092,39623.0
2116,30,188,17217.0
2117,30,094,38367.0
2118,30,208,23376.0
2119,30,011,57035.0
2120,30,012,7866.0
2121,30,015,33839.0
2122,30,016,28682.0
2123,30,017,4709.0
2124,30,117,23773.0
2125,30,113,4614.0
2126,30,114,10130.0
2127,30,115,37314.0
2128,30,163,5040.0
2129,30,019,6909.0
2130,30,042,5743.0
2131,30,043,19876.0
2132,30,044,204721.0
2133,30,047,59471.0
2134,30,049,22050.0
2135,30,052,11869.0
2136,30,099,18327.0
2137,30,100,23918.0
2138,30,101,38670.0
2139,30,103,12799.0
2140,30,189,154600.0
2141,30,190,2258.0
2142,30,191,30097.0
2143,30,192,20204.0
2144,30,105,95202.0
2145,30,184,7933.0
2146,30,172,19925.0
2147,30,171,5575.0
2148,30,170,10824.0
2149,30,207,44978.0
2150,30,135,24127.0
2151,30,134,23544.0
2152,30,137,6308.0
2153,30,196,17902.0
2154,30,197,11205.0
2155,30,198,6788.0
2156,30,139,6126.0
2157,30,186,7197.0
2158,30,200,12581.0
2159,30,201,45028.0
2160,30,202,14644.0
2161,30,204,44104.0
2162,30,194,12492.0
2163,30,195,5900.0
2164,30,021,23461.0
2165,30,020,11577.0
2166,30,199,11899.0
2167,30,206,29209.0
2168,30,122,18051.0
2169,30,210,30891.0
2170,30,211,30351.0
2171,30,212,13062.0
2172,30,028,144550.0
2173,30,203,14524.0
2174,30,205,19402.0
2175,30,027,16120.0
2176,30,026,25993.0
2177,30,025,27217.0
2178,30,018,1978.0
2179,30,009,28184.0
2180,30,024,16485.0
2181,30,004,41742.0
2182,30,023,49180.0
2183,30,030,41835.0
2184,30,168,16343.0
2185,30,166,9405.0
2186,30,165,8925.0
2187,30,164,16957.0
2188,30,126,33442.0
2189,30,050,16333.0
2190,30,046,16167.0
2191,30,121,22756.0
2192,30,128,77432.0
2193,30,106,4841.0
2194,30,145,16574.0
2195,30,146,3925.0
2196,30,147,24578.0
2197,30,148,28130.0
2198,30,149,34385.0
2199,30,150,11631.0
2200,30,104,17134.0
2201,30,102,108842.0
2202,30,008,10338.0
2203,30,071,59920.0
2204,30,112,22835.0
2205,30,032,49451.0
2206,30,111,16493.0
2207,30,110,12125.0
2208,30,007,6538.0
2209,30,033,24421.0
2210,30,006,23100.0
2211,30,041,2355.0
2212,30,051,23096.0
2213,30,045,54737.0
2214,30,014,46955.0
2215,30,013,26843.0
2216,30,005,5253.0
2217,30,127,28258.0
2218,30,069,24085.0
2219,30,002,3441.0
2220,30,029,13701.0
2221,30,034,25011.0
2222,30,035,11165.0
2223,30,036,11018.0
2224,30,037,8176.0
2225,30,038,93911.0
2226,30,039,310698.0
2227,30,040,55016.0
2228,30,064,4008.0
2229,30,065,85489.0
2230,30,066,26830.0
2231,30,067,19179.0
2232,30,068,66372.0
2233,30,070,18275.0
2234,30,059,22638.0
2235,30,072,21796.0
2236,30,073,41670.0
2237,30,048,130903.0
2238,30,120,10343.0
2239,30,074,7293.0
2240,30,075,16525.0
2241,30,022,22651.0
2242,30,098,3299.0
2243,30,001,9701.0
2244,30,107,2934.0
2245,30,078,12379.0
2246,30,109,65761.0
2247,30,079,11387.0
2248,30,116,17027.0
2249,30,131,189457.0
2250,30,031,18888.0
2251,30,136,8343.0
2252,30,138,41795.0
2253,30,140,3134.0
2254,30,141,162428.0
2255,30,142,32631.0
2256,30,143,57085.0
2257,30,144,32400.0
2258,30,151,21902.0
2259,30,183,61377.0
2260,30,124,159910.0
2261,30,003,80815.0
2262,30,152,11561.0
2263,30,182,19664.0
2264,30,181,37795.0
2265,30,180,10900.0
2266,30,178,12898.0
2267,30,175,92726.0
2268,30,125,31894.0
2269,30,193,607209.0
2270,30,179,4284.0
2271,30,093,16585.0
2272,30,053,28075.0
2273,30,054,11461.0
2274,30,055,13527.0
2275,30,177,11685.0
2276,30,056,6610.0
2277,30,057,13881.0
2278,30,058,53858.0
2279,30,129,18053.0
2280,30,119,5651.0
2281,30,087,488531.0
2282,30,060,16283.0
2283,30,154,11991.0
2284,30,061,81080.0
2285,30,062,20839.0
2286,30,063,13359.0
2287,30,118,123182.0
2288,30,155,99959.0
2289,30,156,6041.0
2290,30,123,96185.0
2291,30,157,20145.0
2292,30,158,24551.0
2293,30,159,29686.0
2294,30,160,107270.0
2295,30,130,39327.0
2296,30,096,1543.0
2297,30,095,15059.0
2298,30,132,20300.0
2299,30,133,57909.0
2300,30,161,34408.0
2301,30,076,13377.0
2302,30,176,4489.0
2303,30,174,95602.0
2304,30,077,42807.0
2305,31,068,3206.0
2306,31,066,4220.0
2307,31,029,6240.0
2308,31,001,6550.0
2309,31,003,12285.0
2310,31,004,6195.0
2311,31,005,2167.0
2312,31,081,3355.0
2313,31,064,1701.0
2314,31,058,25954.0
2315,31,055,7080.0
2316,31,007,7490.0
2317,31,049,3965.0
2318,31,009,4466.0
2319,31,024,3244.0
2320,31,106,2215.0
2321,31,022,4363.0
2322,31,041,141939.0
2323,31,038,35137.0
2324,31,030,4015.0
2325,31,021,9406.0
2326,31,018,3385.0
2327,31,017,4686.0
2328,31,011,8389.0
2329,31,008,3949.0
2330,31,102,85460.0
2331,31,101,69147.0
2332,31,010,2755.0
2333,31,012,3736.0
2334,31,013,16671.0
2335,31,071,1949.0
2336,31,069,8967.0
2337,31,067,10053.0
2338,31,015,5560.0
2339,31,016,3104.0
2340,31,023,4863.0
2341,31,050,995129.0
2342,31,065,2118.0
2343,31,061,3974.0
2344,31,092,7888.0
2345,31,093,18420.0
2346,31,059,66008.0
2347,31,094,5444.0
2348,31,057,7766.0
2349,31,056,33854.0
2350,31,006,9159.0
2351,31,025,6003.0
2352,31,026,3622.0
2353,31,027,8345.0
2354,31,031,2818.0
2355,31,033,21255.0
2356,31,002,16772.0
2357,31,028,2936.0
2358,31,019,38934.0
2359,31,075,6921.0
2360,31,034,6514.0
2361,31,035,6384.0
2362,31,062,4962.0
2363,31,036,8090.0
2364,31,042,5553.0
2365,31,098,15346.0
2366,31,076,17939.0
2367,31,089,40495.0
2368,31,084,7037.0
2369,31,079,45062.0
2370,31,037,5250.0
2371,31,039,4186.0
2372,31,020,4497.0
2373,31,043,3405.0
2374,31,044,7530.0
2375,31,045,2677.0
2376,31,046,3296.0
2377,31,047,5968.0
2378,31,048,23991.0
2379,31,051,3430.0
2380,31,052,37804.0
2381,31,053,13494.0
2382,31,054,2990.0
2383,31,060,976.0
2384,31,063,5631.0
2385,31,070,3971.0
2386,31,072,1857.0
2387,31,073,5854.0
2388,31,032,16779.0
2389,31,074,3774.0
2390,31,077,2683.0
2391,31,078,3747.0
2392,31,080,11020.0
2393,31,082,3512.0
2394,31,083,1915.0
2395,31,014,1714.0
2396,31,086,2133.0
2397,31,087,5464.0
2398,31,088,1917.0
2399,31,090,7503.0
2400,31,040,28555.0
2401,31,085,16680.0
2402,31,104,16350.0
2403,31,091,12700.0
2404,31,096,80672.0
2405,31,099,4191.0
2406,31,095,5690.0
2407,31,097,3684.0
2408,31,103,3451.0
2409,31,105,3293.0
2410,31,100,4049.0
