,ENTIDAD,MUNICIPIO,PIB_PER_CAPITA_MUNICIPAL
216,1,1,325313.70339931775
217,1,1,325313.70339931775
218,1,1,325313.70339931775
219,1,1,325313.70339931775
220,1,1,325313.70339931775
221,1,1,325313.70339931775
222,1,1,325313.70339931775
223,1,1,325313.70339931775
224,1,1,325313.70339931775
225,1,1,325313.70339931775
226,1,1,325313.70339931775
227,1,1,325313.70339931775
228,1,1,325313.70339931775
229,1,1,325313.70339931775
230,1,1,325313.70339931775
231,1,1,325313.70339931775
232,1,1,325313.70339931775
233,1,1,325313.70339931775
234,1,1,325313.70339931775
235,1,1,325313.70339931775
236,1,1,325313.70339931775
237,1,1,325313.70339931775
238,1,1,325313.70339931775
239,1,1,325313.70339931775
240,1,1,325313.70339931775
241,1,1,325313.70339931775
242,1,1,325313.70339931775
243,1,1,325313.70339931775
244,1,1,325313.70339931775
245,1,1,325313.70339931775
246,1,1,325313.70339931775
247,1,1,325313.70339931775
248,1,1,325313.70339931775
249,1,1,325313.70339931775
250,1,1,325313.70339931775
251,1,1,325313.70339931775
252,1,1,325313.70339931775
253,1,1,325313.70339931775
254,1,1,325313.70339931775
255,1,1,325313.70339931775
256,1,1,325313.70339931775
257,1,1,325313.70339931775
258,1,1,325313.70339931775
259,1,1,325313.70339931775
260,1,1,325313.70339931775
261,1,1,325313.70339931775
262,1,1,325313.70339931775
263,1,1,325313.70339931775
264,1,1,325313.70339931775
265,1,1,325313.70339931775
266,1,1,325313.70339931775
267,1,1,325313.70339931775
268,1,1,325313.70339931775
269,1,1,325313.70339931775
270,1,1,325313.70339931775
271,1,1,325313.70339931775
272,1,1,325313.70339931775
273,1,1,325313.70339931775
274,1,1,325313.70339931775
275,1,1,325313.70339931775
276,1,1,325313.70339931775
277,1,1,325313.70339931775
278,1,1,325313.70339931775
279,1,1,325313.70339931775
280,1,1,325313.70339931775
281,1,1,325313.70339931775
282,1,1,325313.70339931775
283,1,1,325313.70339931775
284,1,1,325313.70339931775
285,1,1,325313.70339931775
286,1,1,325313.70339931775
287,1,1,325313.70339931775
288,1,1,325313.70339931775
289,1,1,325313.70339931775
290,1,1,325313.70339931775
291,1,1,325313.70339931775
292,1,1,325313.70339931775
293,1,1,325313.70339931775
294,1,1,325313.70339931775
295,1,1,325313.70339931775
296,1,1,325313.70339931775
297,1,1,325313.70339931775
298,1,1,325313.70339931775
299,1,1,325313.70339931775
300,1,1,325313.70339931775
301,1,1,325313.70339931775
302,1,1,325313.70339931775
303,1,1,325313.70339931775
304,1,1,325313.70339931775
305,1,1,325313.70339931775
306,1,1,325313.70339931775
307,1,1,325313.70339931775
308,1,1,325313.70339931775
309,1,1,325313.70339931775
310,1,1,325313.70339931775
311,1,1,325313.70339931775
312,1,1,325313.70339931775
313,1,1,325313.70339931775
314,1,1,325313.70339931775
315,1,1,325313.70339931775
316,1,1,325313.70339931775
317,1,1,325313.70339931775
318,1,1,325313.70339931775
319,1,1,325313.70339931775
320,1,1,325313.70339931775
321,1,1,325313.70339931775
322,1,1,325313.70339931775
323,1,1,325313.70339931775
324,1,1,325313.70339931775
325,1,1,325313.70339931775
326,1,1,325313.70339931775
327,1,1,325313.70339931775
328,1,1,325313.70339931775
329,1,1,325313.70339931775
330,1,1,325313.70339931775
331,1,1,325313.70339931775
332,1,1,325313.70339931775
333,1,1,325313.70339931775
334,1,1,325313.70339931775
335,1,1,325313.70339931775
336,1,1,325313.70339931775
337,1,1,325313.70339931775
338,1,1,325313.70339931775
339,1,1,325313.70339931775
340,1,1,325313.70339931775
341,1,1,325313.70339931775
342,1,1,325313.70339931775
343,1,1,325313.70339931775
344,1,1,325313.70339931775
345,1,1,325313.70339931775
346,1,1,325313.70339931775
347,1,1,325313.70339931775
348,1,1,325313.70339931775
349,1,1,325313.70339931775
350,1,1,325313.70339931775
351,1,1,325313.70339931775
352,1,1,325313.70339931775
353,1,1,325313.70339931775
354,1,1,325313.70339931775
355,1,1,325313.70339931775
356,1,1,325313.70339931775
357,1,1,325313.70339931775
358,1,1,325313.70339931775
359,1,1,325313.70339931775
360,1,1,325313.70339931775
361,1,1,325313.70339931775
362,1,1,325313.70339931775
363,1,1,325313.70339931775
364,1,1,325313.70339931775
365,1,1,325313.70339931775
366,1,1,325313.70339931775
367,1,1,325313.70339931775
368,1,1,325313.70339931775
369,1,1,325313.70339931775
370,1,1,325313.70339931775
371,1,1,325313.70339931775
372,1,1,325313.70339931775
373,1,1,325313.70339931775
374,1,1,325313.70339931775
375,1,1,325313.70339931775
376,1,1,325313.70339931775
377,1,1,325313.70339931775
378,1,1,325313.70339931775
379,1,1,325313.70339931775
380,1,1,325313.70339931775
381,1,1,325313.70339931775
382,1,1,325313.70339931775
383,1,1,325313.70339931775
384,1,1,325313.70339931775
385,1,1,325313.70339931775
386,1,1,325313.70339931775
387,1,1,325313.70339931775
388,1,1,325313.70339931775
389,1,1,325313.70339931775
390,1,1,325313.70339931775
391,1,1,325313.70339931775
392,1,1,325313.70339931775
393,1,1,325313.70339931775
394,1,1,325313.70339931775
395,1,1,325313.70339931775
396,1,1,325313.70339931775
397,1,1,325313.70339931775
398,1,1,325313.70339931775
399,1,1,325313.70339931775
400,1,1,325313.70339931775
401,1,1,325313.70339931775
402,1,1,325313.70339931775
403,1,1,325313.70339931775
404,1,1,325313.70339931775
405,1,1,325313.70339931775
406,1,1,325313.70339931775
407,1,1,325313.70339931775
408,1,1,325313.70339931775
409,1,1,325313.70339931775
410,1,1,325313.70339931775
411,1,1,325313.70339931775
412,1,1,325313.70339931775
413,1,1,325313.70339931775
414,1,1,325313.70339931775
415,1,1,325313.70339931775
416,1,1,325313.70339931775
417,1,1,325313.70339931775
418,1,1,325313.70339931775
419,1,1,325313.70339931775
420,1,1,325313.70339931775
421,1,1,325313.70339931775
422,1,1,325313.70339931775
423,1,1,325313.70339931775
424,1,1,325313.70339931775
425,1,1,325313.70339931775
426,1,1,325313.70339931775
427,1,1,325313.70339931775
428,1,1,325313.70339931775
429,1,1,325313.70339931775
430,1,1,325313.70339931775
431,1,1,325313.70339931775
432,1,1,325313.70339931775
433,1,1,325313.70339931775
434,1,1,325313.70339931775
435,1,1,325313.70339931775
436,1,1,325313.70339931775
437,1,1,325313.70339931775
438,1,1,325313.70339931775
439,1,1,325313.70339931775
440,1,1,325313.70339931775
441,1,1,325313.70339931775
442,1,1,325313.70339931775
443,1,1,325313.70339931775
444,1,1,325313.70339931775
445,1,1,325313.70339931775
446,1,1,325313.70339931775
447,1,1,325313.70339931775
448,1,1,325313.70339931775
449,1,1,325313.70339931775
450,1,1,325313.70339931775
451,1,1,325313.70339931775
452,1,1,325313.70339931775
453,1,1,325313.70339931775
454,1,1,325313.70339931775
455,1,1,325313.70339931775
456,1,1,325313.70339931775
457,1,1,325313.70339931775
458,1,1,325313.70339931775
459,1,1,325313.70339931775
460,1,1,325313.70339931775
461,1,1,325313.70339931775
462,1,1,325313.70339931775
463,1,1,325313.70339931775
464,1,1,325313.70339931775
465,1,1,325313.70339931775
466,1,1,325313.70339931775
467,1,1,325313.70339931775
468,1,1,325313.70339931775
469,1,1,325313.70339931775
470,1,1,325313.70339931775
471,1,1,325313.70339931775
472,1,1,325313.70339931775
473,1,1,325313.70339931775
474,1,1,325313.70339931775
475,1,1,325313.70339931775
476,1,1,325313.70339931775
477,1,1,325313.70339931775
478,1,1,325313.70339931775
479,1,1,325313.70339931775
480,1,1,325313.70339931775
481,1,1,325313.70339931775
482,1,1,325313.70339931775
483,1,1,325313.70339931775
484,1,1,325313.70339931775
485,1,1,325313.70339931775
486,1,1,325313.70339931775
487,1,1,325313.70339931775
488,1,1,325313.70339931775
489,1,1,325313.70339931775
490,1,1,325313.70339931775
491,1,1,325313.70339931775
492,1,1,325313.70339931775
493,1,1,325313.70339931775
494,1,1,325313.70339931775
495,1,1,325313.70339931775
496,1,1,325313.70339931775
497,1,1,325313.70339931775
498,1,1,325313.70339931775
499,1,1,325313.70339931775
500,1,1,325313.70339931775
501,1,1,325313.70339931775
502,1,1,325313.70339931775
503,1,1,325313.70339931775
504,1,1,325313.70339931775
505,1,2,5943139.220939967
506,1,2,5943139.220939967
507,1,2,5943139.220939967
508,1,2,5943139.220939967
509,1,2,5943139.220939967
510,1,2,5943139.220939967
511,1,2,5943139.220939967
512,1,2,5943139.220939967
513,1,2,5943139.220939967
514,1,2,5943139.220939967
515,1,2,5943139.220939967
516,1,2,5943139.220939967
517,1,2,5943139.220939967
518,1,2,5943139.220939967
519,1,2,5943139.220939967
520,1,2,5943139.220939967
521,1,2,5943139.220939967
522,1,3,5256632.275278081
523,1,3,5256632.275278081
524,1,3,5256632.275278081
525,1,3,5256632.275278081
526,1,3,5256632.275278081
527,1,3,5256632.275278081
528,1,3,5256632.275278081
529,1,3,5256632.275278081
530,1,3,5256632.275278081
531,1,3,5256632.275278081
532,1,3,5256632.275278081
533,1,3,5256632.275278081
534,1,3,5256632.275278081
535,1,3,5256632.275278081
536,1,3,5256632.275278081
537,1,3,5256632.275278081
538,1,3,5256632.275278081
539,1,3,5256632.275278081
540,1,3,5256632.275278081
541,1,3,5256632.275278081
542,1,3,5256632.275278081
543,1,3,5256632.275278081
544,1,3,5256632.275278081
545,1,3,5256632.275278081
546,1,3,5256632.275278081
547,1,3,5256632.275278081
548,1,3,5256632.275278081
549,1,3,5256632.275278081
550,1,3,5256632.275278081
551,1,3,5256632.275278081
552,1,3,5256632.275278081
553,1,4,18056519.485381726
554,1,4,18056519.485381726
555,1,4,18056519.485381726
556,1,4,18056519.485381726
557,1,4,18056519.485381726
558,1,5,2275098.6827384043
559,1,5,2275098.6827384043
560,1,5,2275098.6827384043
561,1,5,2275098.6827384043
562,1,5,2275098.6827384043
563,1,5,2275098.6827384043
564,1,5,2275098.6827384043
565,1,5,2275098.6827384043
566,1,5,2275098.6827384043
567,1,5,2275098.6827384043
568,1,5,2275098.6827384043
569,1,5,2275098.6827384043
570,1,5,2275098.6827384043
571,1,5,2275098.6827384043
572,1,5,2275098.6827384043
573,1,5,2275098.6827384043
574,1,5,2275098.6827384043
575,1,5,2275098.6827384043
576,1,5,2275098.6827384043
577,1,5,2275098.6827384043
578,1,5,2275098.6827384043
579,1,5,2275098.6827384043
580,1,5,2275098.6827384043
581,1,6,6570508.783042448
582,1,6,6570508.783042448
583,1,6,6570508.783042448
584,1,6,6570508.783042448
585,1,6,6570508.783042448
586,1,6,6570508.783042448
587,1,6,6570508.783042448
588,1,6,6570508.783042448
589,1,6,6570508.783042448
590,1,6,6570508.783042448
591,1,6,6570508.783042448
592,1,6,6570508.783042448
593,1,6,6570508.783042448
594,1,6,6570508.783042448
595,1,6,6570508.783042448
596,1,6,6570508.783042448
597,1,6,6570508.783042448
598,1,7,5346628.664523226
599,1,7,5346628.664523226
600,1,7,5346628.664523226
601,1,7,5346628.664523226
602,1,7,5346628.664523226
603,1,7,5346628.664523226
604,1,7,5346628.664523226
605,1,7,5346628.664523226
606,1,7,5346628.664523226
607,1,7,5346628.664523226
608,1,7,5346628.664523226
609,1,7,5346628.664523226
610,1,7,5346628.664523226
611,1,7,5346628.664523226
612,1,7,5346628.664523226
613,1,7,5346628.664523226
614,1,7,5346628.664523226
615,1,7,5346628.664523226
616,1,7,5346628.664523226
617,1,7,5346628.664523226
618,1,7,5346628.664523226
619,1,7,5346628.664523226
620,1,7,5346628.664523226
621,1,8,32088723.12856788
622,1,8,32088723.12856788
623,1,8,32088723.12856788
624,1,8,32088723.12856788
625,1,8,32088723.12856788
626,1,8,32088723.12856788
627,1,8,32088723.12856788
628,1,9,13547973.44670981
629,1,9,13547973.44670981
630,1,9,13547973.44670981
631,1,9,13547973.44670981
632,1,9,13547973.44670981
633,1,9,13547973.44670981
634,1,9,13547973.44670981
635,1,9,13547973.44670981
636,1,9,13547973.44670981
637,1,9,13547973.44670981
638,1,10,4780768.031859998
639,1,10,4780768.031859998
640,1,10,4780768.031859998
641,1,10,4780768.031859998
642,1,10,4780768.031859998
643,1,10,4780768.031859998
644,1,10,4780768.031859998
645,1,10,4780768.031859998
646,1,10,4780768.031859998
647,1,10,4780768.031859998
648,1,10,4780768.031859998
649,1,10,4780768.031859998
650,1,10,4780768.031859998
651,1,10,4780768.031859998
652,1,10,4780768.031859998
653,1,10,4780768.031859998
654,1,10,4780768.031859998
655,1,11,14730386.999362277
656,1,11,14730386.999362277
657,1,11,14730386.999362277
658,1,11,14730386.999362277
659,1,11,14730386.999362277
660,1,11,14730386.999362277
661,1,11,14730386.999362277
662,1,11,14730386.999362277
663,2,1,3824154.1598073584
664,2,1,3824154.1598073584
665,2,1,3824154.1598073584
666,2,1,3824154.1598073584
667,2,1,3824154.1598073584
668,2,1,3824154.1598073584
669,2,1,3824154.1598073584
670,2,1,3824154.1598073584
671,2,1,3824154.1598073584
672,2,1,3824154.1598073584
673,2,1,3824154.1598073584
674,2,1,3824154.1598073584
675,2,1,3824154.1598073584
676,2,1,3824154.1598073584
677,2,1,3824154.1598073584
678,2,1,3824154.1598073584
679,2,1,3824154.1598073584
680,2,1,3824154.1598073584
681,2,1,3824154.1598073584
682,2,1,3824154.1598073584
683,2,1,3824154.1598073584
684,2,1,3824154.1598073584
685,2,1,3824154.1598073584
686,2,1,3824154.1598073584
687,2,1,3824154.1598073584
688,2,1,3824154.1598073584
689,2,1,3824154.1598073584
690,2,1,3824154.1598073584
691,2,1,3824154.1598073584
692,2,1,3824154.1598073584
693,2,1,3824154.1598073584
694,2,1,3824154.1598073584
695,2,1,3824154.1598073584
696,2,1,3824154.1598073584
697,2,1,3824154.1598073584
698,2,1,3824154.1598073584
699,2,1,3824154.1598073584
700,2,1,3824154.1598073584
701,2,1,3824154.1598073584
702,2,1,3824154.1598073584
703,2,1,3824154.1598073584
704,2,1,3824154.1598073584
705,2,1,3824154.1598073584
706,2,1,3824154.1598073584
707,2,1,3824154.1598073584
708,2,1,3824154.1598073584
709,2,1,3824154.1598073584
710,2,1,3824154.1598073584
711,2,1,3824154.1598073584
712,2,1,3824154.1598073584
713,2,1,3824154.1598073584
714,2,1,3824154.1598073584
715,2,1,3824154.1598073584
716,2,1,3824154.1598073584
717,2,1,3824154.1598073584
718,2,1,3824154.1598073584
719,2,1,3824154.1598073584
720,2,1,3824154.1598073584
721,2,1,3824154.1598073584
722,2,1,3824154.1598073584
723,2,1,3824154.1598073584
724,2,1,3824154.1598073584
725,2,1,3824154.1598073584
726,2,1,3824154.1598073584
727,2,1,3824154.1598073584
728,2,1,3824154.1598073584
729,2,1,3824154.1598073584
730,2,1,3824154.1598073584
731,2,1,3824154.1598073584
732,2,1,3824154.1598073584
733,2,1,3824154.1598073584
734,2,1,3824154.1598073584
735,2,1,3824154.1598073584
736,2,1,3824154.1598073584
737,2,1,3824154.1598073584
738,2,1,3824154.1598073584
739,2,1,3824154.1598073584
740,2,1,3824154.1598073584
741,2,1,3824154.1598073584
742,2,1,3824154.1598073584
743,2,1,3824154.1598073584
744,2,1,3824154.1598073584
745,2,1,3824154.1598073584
746,2,1,3824154.1598073584
747,2,1,3824154.1598073584
748,2,1,3824154.1598073584
749,2,1,3824154.1598073584
750,2,1,3824154.1598073584
751,2,1,3824154.1598073584
752,2,1,3824154.1598073584
753,2,1,3824154.1598073584
754,2,1,3824154.1598073584
